n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
139	1355.405	196.2416	924.6945	2166.782	1001.39	1058.075	1119.152	1190.96	1239.398	1288.861	1331.026	1384.436	1444.635	1519.932	1629.057	1704.886	1756.563
140	1377.061	200.0693	859.8087	2100.021	1018.920	1082.807	1133.294	1208.652	1262.000	1306.761	1355.829	1409.884	1467.49	1537.527	1653.228	1755.74	1806.954
141	1383.064	190.2079	839.3223	2087.719	1024.893	1092.076	1144.024	1216.917	1280.383	1324.491	1370.401	1420.867	1469.969	1534.764	1626.707	1722.150	1771.394
142	1401.440	198.2217	960.3671	2306.19	1047.712	1112.014	1163.129	1235.228	1287.268	1331.054	1383.782	1430.483	1489.345	1546.026	1665.957	1740.983	1820.184
143	1404.987	196.9302	864.9243	2262.639	1055.722	1109.393	1161.260	1227.235	1294.19	1346.036	1394.982	1441.567	1499.273	1567.485	1655.292	1748.149	1804.708
144	1430.801	211.5140	930.9882	2204.933	1065.570	1112.277	1170.758	1254.433	1307.368	1358.704	1402.775	1466.989	1524.310	1607.327	1710.324	1814.692	1885.308
145	1451.662	204.0266	924.8092	2262.927	1069.490	1144.377	1202.994	1280.376	1339.064	1379.541	1431.657	1484.944	1544.899	1620.934	1728.967	1820.097	1866.089
146	1458.979	206.4301	1014.980	2237.437	1095.409	1143.078	1197.768	1286.416	1335.993	1390.346	1439.350	1492.920	1554.466	1624.627	1745.483	1815.672	1875.796
147	1483.054	209.5025	969.3916	2370.955	1114.583	1181.417	1223.582	1296.863	1364.436	1414.639	1464.328	1519.622	1577.738	1654.187	1761.372	1855.307	1902.066
148	1498.162	219.7531	900.9639	2314.89	1111.692	1177.042	1230.567	1315.146	1364.413	1420.677	1482.439	1530.738	1597.752	1672.545	1790.316	1881.720	1950.994
149	1508.114	231.3082	955.3293	2484.270	1103.768	1174.341	1234.970	1310.905	1367.196	1435.076	1485.276	1541.962	1601.509	1685.244	1809.259	1924.98	1991.14
150	1529.428	219.4604	999.4544	2307.791	1162.410	1210.863	1269.815	1336.527	1389.659	1446.763	1508.243	1577.725	1628.870	1712.819	1821.343	1894.957	1991.747
